publish_day_index,date,slot,load_hat_kw,pv_hat_kw,net_hat_kwh
167,2025-06-17T00:00:00,139,4529.73531113,0,754.955885189
167,2025-06-17T00:00:00,140,4505.83626832,4.99432701334,750.140323552
167,2025-06-17T00:00:00,141,4348.33844427,9.50492862139,723.138919275
167,2025-06-17T00:00:00,142,4325.51584565,13.0350558335,718.746798303
167,2025-06-17T00:00:00,143,4405.13726062,15.5094753772,731.604630874
167,2025-06-17T00:00:00,144,4443.35358336,16.8749596918,737.746437279
168,2025-06-18T00:00:00,1,4366.69969454,7.04475739235,726.609156192
168,2025-06-18T00:00:00,2,4380.07031053,6.97843549919,728.848645838
168,2025-06-18T00:00:00,3,4501.76773024,5.87885656389,749.314812279
168,2025-06-18T00:00:00,4,4487.2472067,3.76542294152,747.246963961
168,2025-06-18T00:00:00,5,4331.19595776,0.679284269366,721.752778915
168,2025-06-18T00:00:00,6,4215.5981763,0,702.59969605
168,2025-06-18T00:00:00,7,4340.13269435,0,723.355449058
168,2025-06-18T00:00:00,8,4483.48244647,0,747.247074411
168,2025-06-18T00:00:00,9,4423.86664721,0,737.311107869
168,2025-06-18T00:00:00,10,4156.29345745,0,692.715576241
168,2025-06-18T00:00:00,11,4097.09490865,0,682.849151442
168,2025-06-18T00:00:00,12,4283.65219321,0,713.942032201
168,2025-06-18T00:00:00,13,4347.70405879,0,724.617343132
168,2025-06-18T00:00:00,14,4233.36801523,0,705.561335872
168,2025-06-18T00:00:00,15,4024.70010038,0,670.783350063
168,2025-06-18T00:00:00,16,3852.43235018,0,642.072058364
168,2025-06-18T00:00:00,17,3803.21531894,0,633.869219824
168,2025-06-18T00:00:00,18,3846.33984581,0,641.056640968
168,2025-06-18T00:00:00,19,3869.6696948,0,644.944949133
168,2025-06-18T00:00:00,20,3859.74024961,0,643.290041601
168,2025-06-18T00:00:00,21,3863.144944,0,643.857490666
168,2025-06-18T00:00:00,22,3917.2263489,0,652.87105815
168,2025-06-18T00:00:00,23,3893.99511381,0,648.999185635
168,2025-06-18T00:00:00,24,3819.05565851,0,636.509276419
168,2025-06-18T00:00:00,25,3845.301224,0,640.883537333
168,2025-06-18T00:00:00,26,3860.25769896,0,643.37628316
168,2025-06-18T00:00:00,27,3835.1480959,0,639.191349317
168,2025-06-18T00:00:00,28,3870.05679988,0,645.009466647
168,2025-06-18T00:00:00,29,3967.75614504,4.5140246168,660.540353404
168,2025-06-18T00:00:00,30,4013.59137206,29.0989552776,664.082069463
168,2025-06-18T00:00:00,31,3903.68342481,146.841558254,626.140311093
168,2025-06-18T00:00:00,32,3920.31559568,298.557857365,603.626289719
168,2025-06-18T00:00:00,33,3928.12947651,451.255129377,579.479057855
168,2025-06-18T00:00:00,34,3626.90986524,619.321468909,501.264732722
168,2025-06-18T00:00:00,35,4046.59944555,815.728797438,538.478441352
168,2025-06-18T00:00:00,36,4936.39946309,1034.06917452,650.388381429
168,2025-06-18T00:00:00,37,4957.64914051,1254.29468403,617.225742747
168,2025-06-18T00:00:00,38,4854.1441869,1475.58755813,563.092771462
168,2025-06-18T00:00:00,39,4955.69921006,1697.05473696,543.107412183
168,2025-06-18T00:00:00,40,4836.9338475,1912.50750087,487.404391104
168,2025-06-18T00:00:00,41,4838.51492504,2115.8696639,453.77421019
168,2025-06-18T00:00:00,42,4986.29747614,2322.84485037,443.90877096
168,2025-06-18T00:00:00,43,4938.47245963,2550.26202043,398.0350732
168,2025-06-18T00:00:00,44,4931.04581582,2737.31533649,365.621746556
168,2025-06-18T00:00:00,45,4925.1019792,2909.34688929,335.959181652
168,2025-06-18T00:00:00,46,4758.20291543,3157.24097322,266.82699037
168,2025-06-18T00:00:00,47,5403.8028083,3413.99991774,331.633815093
168,2025-06-18T00:00:00,48,6526.17580649,3643.24189781,480.48898478
168,2025-06-18T00:00:00,49,6712.27382815,3878.67382084,472.266667884
168,2025-06-18T00:00:00,50,6598.76445819,4147.31032432,408.575688978
168,2025-06-18T00:00:00,51,6617.68990686,4427.1145794,365.095887909
168,2025-06-18T00:00:00,52,6547.51077479,4659.22132148,314.714908884
168,2025-06-18T00:00:00,53,6486.99415893,4826.29653416,276.782937462
168,2025-06-18T00:00:00,54,6536.25580755,4978.02458766,259.705203315
168,2025-06-18T00:00:00,55,6660.27035267,5190.01675257,245.042266683
168,2025-06-18T00:00:00,56,6643.7409744,5420.06009417,203.946813371
168,2025-06-18T00:00:00,57,6525.04139305,5663.26438247,143.629501762
168,2025-06-18T00:00:00,58,6548.51000983,5933.74535476,102.460775846
168,2025-06-18T00:00:00,59,6596.2818987,6063.89441797,88.7312467889
168,2025-06-18T00:00:00,60,6572.13251029,6109.18200297,77.1584178862
168,2025-06-18T00:00:00,61,6507.58885716,6285.71380683,36.9791750551
168,2025-06-18T00:00:00,62,6480.58807216,6386.72976978,15.6430503966
168,2025-06-18T00:00:00,63,6517.01272721,6360.60633905,26.0677313601
168,2025-06-18T00:00:00,64,6562.97483171,6373.67197208,31.5504766046
168,2025-06-18T00:00:00,65,6506.09854903,6411.22293219,15.8126028056
168,2025-06-18T00:00:00,66,6471.2264179,6465.11879058,1.0179378876
168,2025-06-18T00:00:00,67,6665.36012973,6546.4425072,19.8196037548
168,2025-06-18T00:00:00,68,6648.99270395,6532.18416422,19.4680899549
168,2025-06-18T00:00:00,69,6488.67824781,6444.80476399,7.31224730439
168,2025-06-18T00:00:00,70,6650.76874707,6436.0871852,35.7802603118
168,2025-06-18T00:00:00,71,6553.53846575,6459.4248552,15.6856017591
168,2025-06-18T00:00:00,72,6131.28917105,6478.1747979,-57.8142711413
168,2025-06-18T00:00:00,73,5965.72414962,6514.83301917,-91.5181449241
168,2025-06-18T00:00:00,74,6081.85962317,6577.55291027,-82.6155478487
168,2025-06-18T00:00:00,75,6251.40564759,6561.89090864,-51.7475435088
168,2025-06-18T00:00:00,76,6266.48823876,6356.05267162,-14.9274054768
168,2025-06-18T00:00:00,77,6403.06938219,6237.13420631,27.6558626463
168,2025-06-18T00:00:00,78,6607.84172332,6238.28381783,61.5929842492
168,2025-06-18T00:00:00,79,6533.40236941,6127.24361211,67.6931262169
168,2025-06-18T00:00:00,80,6450.89737271,5974.16090083,79.4560786461
168,2025-06-18T00:00:00,81,6549.49552846,5805.39287776,124.01710845
168,2025-06-18T00:00:00,82,6754.82040779,5586.69013474,194.688378842
168,2025-06-18T00:00:00,83,6907.55145442,5521.60516962,230.991047467
168,2025-06-18T00:00:00,84,6896.61050784,5592.72214534,217.314727084
168,2025-06-18T00:00:00,85,6743.23858328,5558.28888117,197.491617019
168,2025-06-18T00:00:00,86,6716.02549737,5405.45396932,218.428588008
168,2025-06-18T00:00:00,87,6811.79594385,5162.52921223,274.877788602
168,2025-06-18T00:00:00,88,6799.47485429,4870.60542599,321.47823805
168,2025-06-18T00:00:00,89,6855.56400549,4689.53225571,361.00529163
168,2025-06-18T00:00:00,90,6982.38556504,4604.52698667,396.30976306
168,2025-06-18T00:00:00,91,6998.46890035,4450.20220905,424.711115216
168,2025-06-18T00:00:00,92,7091.24573959,4273.77919077,469.577758136
168,2025-06-18T00:00:00,93,7205.55103973,4107.31572066,516.372553178
168,2025-06-18T00:00:00,94,7075.42869695,3920.09197566,525.889453548
168,2025-06-18T00:00:00,95,6933.7405489,3712.57421304,536.861055975
168,2025-06-18T00:00:00,96,6923.31197895,3494.80681759,571.417526893
168,2025-06-18T00:00:00,97,6975.87612975,3279.82489364,616.00853935
168,2025-06-18T00:00:00,98,7049.98513706,3087.44493261,660.423367409
168,2025-06-18T00:00:00,99,7053.51521052,2912.81267534,690.117089196
168,2025-06-18T00:00:00,100,6926.26874857,2728.59752141,699.611871194
168,2025-06-18T00:00:00,101,6959.04263091,2523.3362309,739.284400002
168,2025-06-18T00:00:00,102,7170.81628574,2297.86066803,812.159269618
168,2025-06-18T00:00:00,103,7280.19423673,2062.17557797,869.669776459
168,2025-06-18T00:00:00,104,7251.98847092,1830.17356207,903.635818141
168,2025-06-18T00:00:00,105,7271.55292348,1601.83399582,944.95315461
168,2025-06-18T00:00:00,106,7397.58732947,1374.70519554,1003.81368899
168,2025-06-18T00:00:00,107,6637.3281738,1192.79126007,907.422818955
168,2025-06-18T00:00:00,108,5446.07340562,1043.41774219,733.775943906
168,2025-06-18T00:00:00,109,5373.10020275,866.474703887,751.10424981
168,2025-06-18T00:00:00,110,5537.79429129,684.765830691,808.838076766
168,2025-06-18T00:00:00,111,5450.47803145,516.043561971,822.405744913
168,2025-06-18T00:00:00,112,5501.31486535,351.473758807,858.30685109
168,2025-06-18T00:00:00,113,5542.1469797,184.088976893,893.009667135
168,2025-06-18T00:00:00,114,5534.58309153,55.0914861087,913.248600903
168,2025-06-18T00:00:00,115,5606.94016538,29.4699120908,929.578375548
168,2025-06-18T00:00:00,116,5548.4823074,12.7924005236,922.614984479
168,2025-06-18T00:00:00,117,5429.72796177,0,904.954660296
168,2025-06-18T00:00:00,118,5531.34332499,0,921.890554164
168,2025-06-18T00:00:00,119,5520.64900534,0,920.108167557
168,2025-06-18T00:00:00,120,5393.63188552,0,898.938647586
168,2025-06-18T00:00:00,121,5482.80740227,0,913.801233712
168,2025-06-18T00:00:00,122,5538.77569295,0,923.129282158
168,2025-06-18T00:00:00,123,5529.70076756,0,921.616794594
168,2025-06-18T00:00:00,124,5653.70684845,0,942.284474741
168,2025-06-18T00:00:00,125,5579.55160888,0,929.925268147
168,2025-06-18T00:00:00,126,5393.0839784,0,898.847329733
168,2025-06-18T00:00:00,127,5533.07110922,0,922.178518203
168,2025-06-18T00:00:00,128,5654.44405738,0,942.407342897
168,2025-06-18T00:00:00,129,5629.01042127,0,938.168403544
168,2025-06-18T00:00:00,130,5589.46689624,0,931.577816039
168,2025-06-18T00:00:00,131,5074.90109419,0,845.816849032
168,2025-06-18T00:00:00,132,4347.43227664,0,724.572046107
168,2025-06-18T00:00:00,133,4244.23586513,0,707.372644188
168,2025-06-18T00:00:00,134,4413.84319606,0,735.640532677
168,2025-06-18T00:00:00,135,4545.66758709,0,757.611264514
168,2025-06-18T00:00:00,136,4630.30777307,0,771.717962178
168,2025-06-18T00:00:00,137,4491.53673267,0,748.589455446
168,2025-06-18T00:00:00,138,4342.38691233,0,723.731152055
168,2025-06-18T00:00:00,139,4585.40443451,0,764.234072418
168,2025-06-18T00:00:00,140,4669.84869844,0,778.308116407
168,2025-06-18T00:00:00,141,4434.44746334,0,739.074577224
168,2025-06-18T00:00:00,142,4281.12151455,1.17414682335,713.324561288
168,2025-06-18T00:00:00,143,4326.17132002,4.10840566506,720.343819058
168,2025-06-18T00:00:00,144,4422.84347553,6.08015609828,736.127219905
169,2025-06-19T00:00:00,1,4293.99780657,35.4422339953,709.759262095
169,2025-06-19T00:00:00,2,4255.15280731,35.2788008306,703.312334413
169,2025-06-19T00:00:00,3,4350.60405438,33.9188044632,719.447541652
169,2025-06-19T00:00:00,4,4421.94402655,31.3870304713,731.759499347
169,2025-06-19T00:00:00,5,4205.79007567,27.7330982394,696.342829571
169,2025-06-19T00:00:00,6,3922.89203996,23.0310551996,649.976830794
169,2025-06-19T00:00:00,7,4070.37965989,17.3786371682,675.500170453
169,2025-06-19T00:00:00,8,4237.24884582,10.8962022513,704.392107261
169,2025-06-19T00:00:00,9,4190.28203248,3.72535054197,697.75944699
169,2025-06-19T00:00:00,10,4099.59672518,0,683.266120864
169,2025-06-19T00:00:00,11,4098.4959661,0,683.082661016
169,2025-06-19T00:00:00,12,4112.00875557,0,685.334792596
169,2025-06-19T00:00:00,13,3987.62129241,0,664.603548735
169,2025-06-19T00:00:00,14,4019.23854138,0,669.87309023
169,2025-06-19T00:00:00,15,4121.8727175,0,686.97878625
169,2025-06-19T00:00:00,16,3930.10765975,0,655.017943292
169,2025-06-19T00:00:00,17,3900.58950437,0,650.098250729
169,2025-06-19T00:00:00,18,4091.91858875,0,681.986431458
169,2025-06-19T00:00:00,19,4089.33617153,0,681.556028589
169,2025-06-19T00:00:00,20,4013.33576683,0,668.889294471
169,2025-06-19T00:00:00,21,3960.78130863,0,660.130218105
169,2025-06-19T00:00:00,22,3890.82786373,0,648.471310622
169,2025-06-19T00:00:00,23,3863.70226021,0,643.950376702
169,2025-06-19T00:00:00,24,3861.29971431,0,643.549952385
169,2025-06-19T00:00:00,25,3795.8571946,0,632.642865767
169,2025-06-19T00:00:00,26,3721.38273692,0,620.230456153
169,2025-06-19T00:00:00,27,3700.95228402,0,616.82538067
169,2025-06-19T00:00:00,28,3745.82716297,6.54631777094,623.213474199
169,2025-06-19T00:00:00,29,3774.44224027,24.2280376393,625.035700438
169,2025-06-19T00:00:00,30,3780.13131663,51.9411085247,621.365034684
169,2025-06-19T00:00:00,31,3827.9186221,172.326236974,609.265397522
169,2025-06-19T00:00:00,32,3875.82058948,333.31932388,590.4168776
169,2025-06-19T00:00:00,33,3795.83288122,499.205016292,549.437977488
169,2025-06-19T00:00:00,34,3609.01417246,673.226675916,489.297916091
169,2025-06-19T00:00:00,35,4106.72524539,868.345871906,539.729895581
169,2025-06-19T00:00:00,36,4937.48935421,1081.45798237,642.671895306
169,2025-06-19T00:00:00,37,4907.51492819,1292.58988847,602.487506621
169,2025-06-19T00:00:00,38,4761.34188738,1487.70214427,545.606623852
169,2025-06-19T00:00:00,39,4909.71653644,1677.70997694,538.667759916
169,2025-06-19T00:00:00,40,4999.8115897,1888.64486059,518.527788185
169,2025-06-19T00:00:00,41,4959.17331986,2114.06006886,474.185541834
169,2025-06-19T00:00:00,42,4850.04216886,2342.51109866,417.921845033
169,2025-06-19T00:00:00,43,4796.97869839,2559.01774356,372.993492472
169,2025-06-19T00:00:00,44,4934.61973796,2724.95834416,368.276898967
169,2025-06-19T00:00:00,45,5003.26977942,2887.07086638,352.69981884
169,2025-06-19T00:00:00,46,4738.63032647,3145.71804843,265.485379673
169,2025-06-19T00:00:00,47,5359.63101897,3451.81644808,317.96909515
169,2025-06-19T00:00:00,48,6564.68008047,3747.17527683,469.584133939
169,2025-06-19T00:00:00,49,6727.70790928,4015.90017412,451.967955859
169,2025-06-19T00:00:00,50,6482.06906583,4291.09426489,365.162466823
169,2025-06-19T00:00:00,51,6469.09434332,4545.99632723,320.516336015
169,2025-06-19T00:00:00,52,6663.99212194,4711.69456531,325.382926103
169,2025-06-19T00:00:00,53,6706.6927468,4837.00205058,311.615116038
169,2025-06-19T00:00:00,54,6577.47650368,4981.89624921,265.930042412
169,2025-06-19T00:00:00,55,6570.88657849,5175.22559353,232.610164161
169,2025-06-19T00:00:00,56,6573.9234293,5397.06942978,196.142333253
169,2025-06-19T00:00:00,57,6519.29183418,5604.6770499,152.43579738
169,2025-06-19T00:00:00,58,6488.16858031,5748.61289907,123.259280206
169,2025-06-19T00:00:00,59,6541.09253468,5801.36318154,123.288225524
169,2025-06-19T00:00:00,60,6599.81556099,5860.99827607,123.136214153
169,2025-06-19T00:00:00,61,6533.0684589,6057.81509322,79.2088942793
169,2025-06-19T00:00:00,62,6513.520148,6182.73220102,55.1313244959
169,2025-06-19T00:00:00,63,6522.83301491,6205.59291698,52.8733496551
169,2025-06-19T00:00:00,64,6391.47328708,6298.64148205,15.4719675056
169,2025-06-19T00:00:00,65,6401.59896112,6386.93937919,2.44326365582
169,2025-06-19T00:00:00,66,6557.92204023,6411.922265,24.3332958728
169,2025-06-19T00:00:00,67,6560.80096821,6402.2879265,26.4188402853
169,2025-06-19T00:00:00,68,6467.49954007,6410.2638432,9.53928281111
169,2025-06-19T00:00:00,69,6452.5582483,6466.03724223,-2.24649898811
169,2025-06-19T00:00:00,70,6596.03884431,6549.10674018,7.82201735537
169,2025-06-19T00:00:00,71,6526.03011235,6551.06725503,-4.17285711333
169,2025-06-19T00:00:00,72,6231.7655216,6494.80707856,-43.8402594937
169,2025-06-19T00:00:00,73,6081.77374971,6511.2847724,-71.5851704485
169,2025-06-19T00:00:00,74,6066.15166295,6551.74467314,-80.9321683642
169,2025-06-19T00:00:00,75,6120.19601315,6518.35034278,-66.3590549385
169,2025-06-19T00:00:00,76,6230.51882895,6363.97153836,-22.2421182345
169,2025-06-19T00:00:00,77,6405.32745649,6247.0883803,26.3731793644
169,2025-06-19T00:00:00,78,6576.24359911,6216.08112055,60.0270797587
169,2025-06-19T00:00:00,79,6646.50639025,6155.65777553,81.8081024535
169,2025-06-19T00:00:00,80,6722.49914395,5951.79527332,128.450645105
169,2025-06-19T00:00:00,81,6751.08480114,5716.41613661,172.444777422
169,2025-06-19T00:00:00,82,6599.10319017,5682.25687297,152.807719533
169,2025-06-19T00:00:00,83,6635.5948229,5678.16868582,159.571022846
169,2025-06-19T00:00:00,84,6845.25778408,5617.78970007,204.578014002
169,2025-06-19T00:00:00,85,6851.34834366,5566.09876213,214.208263589
169,2025-06-19T00:00:00,86,6866.64417108,5446.27325063,236.728486742
169,2025-06-19T00:00:00,87,6948.39311248,5273.83436376,279.093124786
169,2025-06-19T00:00:00,88,6915.41408284,5148.87973612,294.42239112
169,2025-06-19T00:00:00,89,6861.85443988,4996.50763808,310.891133632
169,2025-06-19T00:00:00,90,6837.82066992,4836.45975109,333.560153139
169,2025-06-19T00:00:00,91,6792.02680949,4760.57385782,338.575491945
169,2025-06-19T00:00:00,92,6736.37894234,4599.16677327,356.202028178
169,2025-06-19T00:00:00,93,6784.26219867,4328.94503353,409.219527524
169,2025-06-19T00:00:00,94,7021.80105714,4094.83316861,487.827981421
169,2025-06-19T00:00:00,95,7107.34870023,3863.40564833,540.657175316
169,2025-06-19T00:00:00,96,7021.08417761,3599.91573505,570.194740426
169,2025-06-19T00:00:00,97,7050.35342189,3323.71988829,621.105588933
169,2025-06-19T00:00:00,98,7007.90065548,3086.24863647,653.608669835
169,2025-06-19T00:00:00,99,6936.1187729,2903.26437611,672.142399465
169,2025-06-19T00:00:00,100,7087.57483999,2739.95794904,724.602815159
169,2025-06-19T00:00:00,101,7160.10535419,2534.92910384,770.862708392
169,2025-06-19T00:00:00,102,7087.9245221,2287.80208421,800.020406314
169,2025-06-19T00:00:00,103,7097.14182522,2053.20617044,840.655942463
169,2025-06-19T00:00:00,104,7078.06246415,1836.98689349,873.51259511
169,2025-06-19T00:00:00,105,7114.38048146,1631.72868024,913.775300203
169,2025-06-19T00:00:00,106,7288.07846948,1434.8483285,975.538356831
169,2025-06-19T00:00:00,107,6620.8378772,1263.02879769,892.968179919
169,2025-06-19T00:00:00,108,5516.94899884,1106.5537569,735.065873656
169,2025-06-19T00:00:00,109,5456.15232389,932.036238821,754.019347512
169,2025-06-19T00:00:00,110,5653.53025971,737.006886416,819.420562215
169,2025-06-19T00:00:00,111,5573.63905133,543.450295228,838.364792684
169,2025-06-19T00:00:00,112,5481.44113442,376.577032645,850.810683629
169,2025-06-19T00:00:00,113,5503.17392661,211.921468431,881.875409697
169,2025-06-19T00:00:00,114,5602.091573,79.3927956944,920.449796218
169,2025-06-19T00:00:00,115,5640.87630228,50.6241142829,931.708698
169,2025-06-19T00:00:00,116,5560.46045813,31.9676692272,921.415464817
169,2025-06-19T00:00:00,117,5413.11513896,8.85527003956,900.709978153
169,2025-06-19T00:00:00,118,5329.69303013,0,888.282171688
169,2025-06-19T00:00:00,119,5388.25120577,0,898.041867628
169,2025-06-19T00:00:00,120,5533.11079684,0,922.185132807
169,2025-06-19T00:00:00,121,5608.17585081,0,934.695975136
169,2025-06-19T00:00:00,122,5540.19484443,0,923.365807405
169,2025-06-19T00:00:00,123,5422.16725782,0,903.694542969
169,2025-06-19T00:00:00,124,5428.73824587,0,904.789707646
169,2025-06-19T00:00:00,125,5484.97734704,0,914.162891174
169,2025-06-19T00:00:00,126,5468.98380311,0,911.497300518
169,2025-06-19T00:00:00,127,5346.20247546,0,891.03374591
169,2025-06-19T00:00:00,128,5350.97619201,0,891.829365334
169,2025-06-19T00:00:00,129,5501.39582109,0,916.899303515
169,2025-06-19T00:00:00,130,5515.07709756,0,919.17951626
169,2025-06-19T00:00:00,131,5066.60067953,0,844.433446588
169,2025-06-19T00:00:00,132,4407.80731419,0,734.634552365
169,2025-06-19T00:00:00,133,4191.39195325,0,698.565325541
169,2025-06-19T00:00:00,134,4331.80342816,0,721.967238026
169,2025-06-19T00:00:00,135,4506.12296478,0,751.02049413
169,2025-06-19T00:00:00,136,4455.85123382,0,742.641872304
169,2025-06-19T00:00:00,137,4357.52299574,0,726.253832623
169,2025-06-19T00:00:00,138,4311.40044389,6.09619277479,717.55070852
169,2025-06-19T00:00:00,139,4261.60856345,12.984355182,708.104034711
169,2025-06-19T00:00:00,140,4269.42727042,19.1627551759,708.377419207
169,2025-06-19T00:00:00,141,4417.03171741,24.4983822516,732.088889193
169,2025-06-19T00:00:00,142,4622.26272998,28.8769259745,765.564300668
169,2025-06-19T00:00:00,143,4232.97240045,32.2045184436,700.127980335
169,2025-06-19T00:00:00,144,3492.47030449,34.4092214077,576.343513847
170,2025-06-20T00:00:00,1,3032.71365641,60.6799629941,495.338948902
170,2025-06-20T00:00:00,2,3164.04189162,59.8178673376,517.370670713
170,2025-06-20T00:00:00,3,3183.5644277,57.4554856755,521.018157005
170,2025-06-20T00:00:00,4,3081.52593275,53.6376777106,504.648042506
170,2025-06-20T00:00:00,5,3047.74343291,48.4398918966,499.883923503
170,2025-06-20T00:00:00,6,3083.45515724,41.9674666189,506.914615104
170,2025-06-20T00:00:00,7,3020.93123312,34.3545477452,497.762780895
170,2025-06-20T00:00:00,8,2952.69827846,25.7626339777,487.822607414
170,2025-06-20T00:00:00,9,2946.69941701,16.3787665601,488.386775075
170,2025-06-20T00:00:00,10,2981.6739015,6.41338479502,495.876752785
170,2025-06-20T00:00:00,11,3045.70937463,0,507.618229104
170,2025-06-20T00:00:00,12,3067.41115949,0,511.235193249
170,2025-06-20T00:00:00,13,2954.37399357,0,492.395665595
170,2025-06-20T00:00:00,14,2781.73426573,0,463.622377621
170,2025-06-20T00:00:00,15,2672.87467154,0,445.479111923
170,2025-06-20T00:00:00,16,2713.66529587,0,452.277549312
170,2025-06-20T00:00:00,17,2818.50928911,0,469.751548185
170,2025-06-20T00:00:00,18,2887.64050702,0,481.273417836
170,2025-06-20T00:00:00,19,2862.82737297,0,477.137895495
170,2025-06-20T00:00:00,20,2741.40474822,0,456.900791369
170,2025-06-20T00:00:00,21,2635.87373001,0,439.312288336
170,2025-06-20T00:00:00,22,2679.92397705,0,446.653996174
170,2025-06-20T00:00:00,23,2694.67036027,0,449.111726711
170,2025-06-20T00:00:00,24,2627.45058193,0,437.908430322
170,2025-06-20T00:00:00,25,2601.15371589,0,433.525619315
170,2025-06-20T00:00:00,26,2618.77864129,0,436.463106881
170,2025-06-20T00:00:00,27,2647.35048266,4.80971758494,440.423460846
170,2025-06-20T00:00:00,28,2670.16553887,31.6009418683,439.760766167
170,2025-06-20T00:00:00,29,2743.44211514,56.5937038761,447.808068544
170,2025-06-20T00:00:00,30,2779.33068859,92.7235234877,447.76786085
170,2025-06-20T00:00:00,31,2639.40598332,219.121364737,403.380769765
170,2025-06-20T00:00:00,32,2615.89779653,382.10187573,372.299320133
170,2025-06-20T00:00:00,33,2737.37048154,550.522021159,364.474743397
170,2025-06-20T00:00:00,34,2753.82235386,731.316728913,337.084270824
170,2025-06-20T00:00:00,35,2782.80806993,914.188570804,311.436583187
170,2025-06-20T00:00:00,36,2796.02791101,1107.46022374,281.427947879
170,2025-06-20T00:00:00,37,2646.53169394,1326.48572449,220.007661575
170,2025-06-20T00:00:00,38,2658.78045938,1524.27608684,189.08406209
170,2025-06-20T00:00:00,39,2791.79872568,1708.98293266,180.469298838
170,2025-06-20T00:00:00,40,2721.79900428,1942.07456437,129.954073318
170,2025-06-20T00:00:00,41,2905.2834752,2213.94640936,115.222844306
170,2025-06-20T00:00:00,42,3265.54188785,2487.26373813,129.713024955
170,2025-06-20T00:00:00,43,3234.322358,2720.56327403,85.6265139945
170,2025-06-20T00:00:00,44,3190.12553323,2894.91360758,49.201987607
170,2025-06-20T00:00:00,45,3265.30005751,3049.96164022,35.8897362144
170,2025-06-20T00:00:00,46,3216.33927766,3265.61075052,-8.21191214311
170,2025-06-20T00:00:00,47,3247.5116692,3569.00329745,-53.5819380405
170,2025-06-20T00:00:00,48,3398.03333899,3918.78662151,-86.7922137544
170,2025-06-20T00:00:00,49,3470.79132041,4235.24048139,-127.408193497
170,2025-06-20T00:00:00,50,3453.60337624,4503.79116899,-175.031298792
170,2025-06-20T00:00:00,51,3399.25774447,4720.46821116,-220.201744448
170,2025-06-20T00:00:00,52,3409.13771806,4881.79882455,-245.443517748
170,2025-06-20T00:00:00,53,3697.7923071,5013.46538123,-219.278845689
170,2025-06-20T00:00:00,54,4083.01438655,5194.6485742,-185.272364609
170,2025-06-20T00:00:00,55,4122.2186162,5490.8386944,-228.103346366
170,2025-06-20T00:00:00,56,4022.38209956,5736.63127278,-285.708195538
170,2025-06-20T00:00:00,57,3965.79361569,5900.18080616,-322.39786508
170,2025-06-20T00:00:00,58,3938.17504196,6084.70031284,-357.754211813
170,2025-06-20T00:00:00,59,3908.52388636,6176.10527068,-377.93023072
170,2025-06-20T00:00:00,60,3901.80264263,6222.92563747,-386.853832473
170,2025-06-20T00:00:00,61,3964.82926464,6414.42914081,-408.266646029
170,2025-06-20T00:00:00,62,4003.78804912,6631.38279114,-437.932457004
170,2025-06-20T00:00:00,63,3982.31075036,6782.72432174,-466.73559523
170,2025-06-20T00:00:00,64,3945.91086138,6873.86435408,-487.992248784
170,2025-06-20T00:00:00,65,3897.31758369,6869.29018295,-495.328766545
170,2025-06-20T00:00:00,66,3888.0845069,6812.99589502,-487.485231354
170,2025-06-20T00:00:00,67,3975.83069533,6799.05997232,-470.538212833
170,2025-06-20T00:00:00,68,4007.09455631,6760.60863684,-458.919013421
170,2025-06-20T00:00:00,69,3930.47483546,6643.98006639,-452.250871823
170,2025-06-20T00:00:00,70,3860.14812893,6489.72691428,-438.263130891
170,2025-06-20T00:00:00,71,3938.58596874,6486.93060738,-424.72410644
170,2025-06-20T00:00:00,72,4039.82207908,6621.58255619,-430.293412851
170,2025-06-20T00:00:00,73,3906.12023355,6703.98736102,-466.311187911
170,2025-06-20T00:00:00,74,3834.34921677,6791.50244229,-492.858870919
170,2025-06-20T00:00:00,75,3955.27849719,6808.02692326,-475.458071013
170,2025-06-20T00:00:00,76,4093.85779036,6592.53872141,-416.446821841
170,2025-06-20T00:00:00,77,4090.78140725,6422.92068725,-388.689879999
170,2025-06-20T00:00:00,78,3975.69054224,6397.07247335,-403.563655185
170,2025-06-20T00:00:00,79,3948.31984998,6351.37821927,-400.509728216
170,2025-06-20T00:00:00,80,4148.88459888,6245.75868254,-349.479013943
170,2025-06-20T00:00:00,81,4396.38182808,6121.20017456,-287.469724413
170,2025-06-20T00:00:00,82,4334.29598085,6034.55255221,-283.376095226
170,2025-06-20T00:00:00,83,4120.69012266,5921.82188067,-300.188626335
170,2025-06-20T00:00:00,84,4028.81068616,5770.154448,-290.223960306
170,2025-06-20T00:00:00,85,4197.57537151,5628.80961967,-238.539041361
170,2025-06-20T00:00:00,86,4309.3089416,5471.07774319,-193.628133598
170,2025-06-20T00:00:00,87,4239.46723229,5319.68927601,-180.037007287
170,2025-06-20T00:00:00,88,4158.18489252,5229.16553829,-178.496774295
170,2025-06-20T00:00:00,89,4181.00149967,5109.53076031,-154.754876773
170,2025-06-20T00:00:00,90,4294.26550905,4962.86690018,-111.433565188
170,2025-06-20T00:00:00,91,4386.9702098,4869.04064014,-80.3450717235
170,2025-06-20T00:00:00,92,4410.40946328,4709.23664758,-49.8045307166
170,2025-06-20T00:00:00,93,4402.09571699,4449.02835297,-7.82210599539
170,2025-06-20T00:00:00,94,4436.57397682,4171.83868348,44.1225488893
170,2025-06-20T00:00:00,95,4461.74054092,3891.48475234,95.0426314293
