publish_day_index,date,slot,load_hat_kw,pv_hat_kw,net_hat_kwh
83,2025-03-25T00:00:00,126,4295.92533333,0,715.987555555
83,2025-03-25T00:00:00,127,4341.54638511,0.565714929929,723.496778363
83,2025-03-25T00:00:00,128,4330.43367975,4.5274298236,720.984374988
83,2025-03-25T00:00:00,129,4322.69339984,8.82584958212,718.977925043
83,2025-03-25T00:00:00,130,4351.41522455,13.351545734,723.010613135
83,2025-03-25T00:00:00,131,3917.33771206,17.999771266,649.889656799
83,2025-03-25T00:00:00,132,3295.01154276,22.671226891,545.390052644
83,2025-03-25T00:00:00,133,3312.51998061,27.2727492649,547.541205224
83,2025-03-25T00:00:00,134,3408.06414222,31.7179192802,562.72437049
83,2025-03-25T00:00:00,135,3315.05660433,35.927589599,546.521502454
83,2025-03-25T00:00:00,136,3318.93583231,39.8303315586,546.517583458
83,2025-03-25T00:00:00,137,3311.53455598,43.3628024814,544.695292251
83,2025-03-25T00:00:00,138,3282.49007558,46.4700352287,539.336673392
83,2025-03-25T00:00:00,139,3342.6988851,49.1056525497,548.932205425
83,2025-03-25T00:00:00,140,3289.74572926,51.2320093895,539.752286645
83,2025-03-25T00:00:00,141,3185.65276249,52.8202668175,522.138749279
83,2025-03-25T00:00:00,142,3298.35483786,53.8504016276,540.750739373
83,2025-03-25T00:00:00,143,3355.27395503,54.3111559419,550.160466515
83,2025-03-25T00:00:00,144,3305.21462912,54.1999313137,541.835782968
84,2025-03-26T00:00:00,1,3378.73951401,37.7634421535,556.829345309
84,2025-03-26T00:00:00,2,3373.40316877,35.7785113006,556.270776245
84,2025-03-26T00:00:00,3,3306.81342066,33.2528335413,545.593431187
84,2025-03-26T00:00:00,4,3359.96121861,30.2334061893,554.954635403
84,2025-03-26T00:00:00,5,3400.77330484,26.7749495149,562.333059221
84,2025-03-26T00:00:00,6,3356.18599737,22.9392051461,555.541132037
84,2025-03-26T00:00:00,7,3299.72031986,18.7942015445,546.821019719
84,2025-03-26T00:00:00,8,3326.08979998,14.4134960242,551.946050659
84,2025-03-26T00:00:00,9,3430.85650819,9.87540238404,570.163517634
84,2025-03-26T00:00:00,10,3522.04605448,5.26221270674,586.130640295
84,2025-03-26T00:00:00,11,3571.29435734,0.65942124443,595.105822682
84,2025-03-26T00:00:00,12,3615.46623742,0,602.577706237
84,2025-03-26T00:00:00,13,3681.10738082,0,613.517896804
84,2025-03-26T00:00:00,14,3575.9150053,0,595.985834217
84,2025-03-26T00:00:00,15,3398.30553025,0,566.384255041
84,2025-03-26T00:00:00,16,3469.6146541,0,578.269109016
84,2025-03-26T00:00:00,17,3624.37523276,0,604.062538793
84,2025-03-26T00:00:00,18,3693.64719155,0,615.607865259
84,2025-03-26T00:00:00,19,3651.95388188,0,608.658980313
84,2025-03-26T00:00:00,20,3560.43004293,0,593.405007156
84,2025-03-26T00:00:00,21,3520.46884992,0,586.74480832
84,2025-03-26T00:00:00,22,3583.75121398,0,597.291868997
84,2025-03-26T00:00:00,23,3537.6609031,0,589.610150517
84,2025-03-26T00:00:00,24,3429.4997524,0,571.583292067
84,2025-03-26T00:00:00,25,3509.79498074,0,584.965830123
84,2025-03-26T00:00:00,26,3551.25013683,0,591.875022806
84,2025-03-26T00:00:00,27,3524.78500998,0,587.46416833
84,2025-03-26T00:00:00,28,3621.58650279,8.09444445273,602.24867639
84,2025-03-26T00:00:00,29,3640.60469609,17.8589454761,603.790958436
84,2025-03-26T00:00:00,30,3545.88613914,29.0266533065,586.143247639
84,2025-03-26T00:00:00,31,3518.55676877,41.8756714705,579.446849549
84,2025-03-26T00:00:00,32,3540.90475507,55.6086249336,580.882688356
84,2025-03-26T00:00:00,33,3533.21726812,71.0530307609,577.027372892
84,2025-03-26T00:00:00,34,3533.2968954,91.7293229409,573.59459541
84,2025-03-26T00:00:00,35,4045.18231348,106.268803329,656.485585025
84,2025-03-26T00:00:00,36,4750.70054229,141.065489424,768.272508811
84,2025-03-26T00:00:00,37,4767.01970491,316.083840365,741.822644091
84,2025-03-26T00:00:00,38,4678.41595602,561.29001286,686.187657194
84,2025-03-26T00:00:00,39,4769.48996696,825.687617163,657.300391633
84,2025-03-26T00:00:00,40,4749.09972478,1107.85777284,606.873658657
84,2025-03-26T00:00:00,41,4721.81736968,1407.28878839,552.421430216
84,2025-03-26T00:00:00,42,4707.63864846,1724.34201363,497.216105805
84,2025-03-26T00:00:00,43,4624.23327072,2051.72660063,428.75111168
84,2025-03-26T00:00:00,44,4721.11594761,2349.18333332,395.322102381
84,2025-03-26T00:00:00,45,4818.3386656,2622.67861595,365.943341608
84,2025-03-26T00:00:00,46,4606.84915948,2918.39068246,281.40974617
84,2025-03-26T00:00:00,47,5239.268385,3225.57259954,335.615964244
84,2025-03-26T00:00:00,48,6419.31750977,3522.0939265,482.870597212
84,2025-03-26T00:00:00,49,6598.40819585,3801.48555249,466.153773894
84,2025-03-26T00:00:00,50,6463.53307504,4103.61643494,393.319440017
84,2025-03-26T00:00:00,51,6482.74547419,4422.53573173,343.368290411
84,2025-03-26T00:00:00,52,6411.93686319,4710.14314418,283.632286502
84,2025-03-26T00:00:00,53,6344.09179875,4978.1224259,227.661562141
84,2025-03-26T00:00:00,54,6337.90009679,5229.07458329,184.804252251
84,2025-03-26T00:00:00,55,6341.85986512,5450.0889704,148.628482454
84,2025-03-26T00:00:00,56,6371.70282613,5664.67993199,117.837149023
84,2025-03-26T00:00:00,57,6430.89386177,5901.99295905,88.1501504531
84,2025-03-26T00:00:00,58,6479.39655986,6175.61789421,50.6297776087
84,2025-03-26T00:00:00,59,6431.59669855,6452.60517181,-3.50141220978
84,2025-03-26T00:00:00,60,6339.31387237,6704.3337535,-60.8366468538
84,2025-03-26T00:00:00,61,6339.90450241,6921.1640894,-96.876597831
84,2025-03-26T00:00:00,62,6326.03549636,7105.71559955,-129.946683866
84,2025-03-26T00:00:00,63,6289.95374786,7263.99513207,-162.340230702
84,2025-03-26T00:00:00,64,6321.66951411,7395.74223906,-179.012120824
84,2025-03-26T00:00:00,65,6265.0371243,7475.99745041,-201.826721018
84,2025-03-26T00:00:00,66,6181.01385733,7527.35814838,-224.390715175
84,2025-03-26T00:00:00,67,6297.76304077,7621.09256901,-220.554921373
84,2025-03-26T00:00:00,68,6401.55613235,7804.22705959,-233.778487873
84,2025-03-26T00:00:00,69,6415.15517009,8026.70514454,-268.59166241
84,2025-03-26T00:00:00,70,6435.84796003,8168.60747738,-288.793252891
84,2025-03-26T00:00:00,71,6272.51824489,8195.89442629,-320.562696901
84,2025-03-26T00:00:00,72,5970.26330302,8179.00633644,-368.123838903
84,2025-03-26T00:00:00,73,5830.73164484,8204.86822067,-395.689429304
84,2025-03-26T00:00:00,74,5927.10360435,8110.46824685,-363.894107083
84,2025-03-26T00:00:00,75,6034.87531693,7946.72594607,-318.641771524
84,2025-03-26T00:00:00,76,5883.04557719,7942.63140587,-343.26430478
84,2025-03-26T00:00:00,77,5935.95370524,7939.44490314,-333.915199649
84,2025-03-26T00:00:00,78,6224.09429798,7889.01641047,-277.487018749
84,2025-03-26T00:00:00,79,6294.48513941,7883.78397427,-264.883139143
84,2025-03-26T00:00:00,80,6238.07147329,7749.61305561,-251.923597054
84,2025-03-26T00:00:00,81,6213.29198111,7547.23413466,-222.323692258
84,2025-03-26T00:00:00,82,6248.35484958,7503.80138386,-209.241089047
84,2025-03-26T00:00:00,83,6164.46483006,7316.9264283,-192.076933039
84,2025-03-26T00:00:00,84,6020.82611433,7004.65606584,-163.971658584
84,2025-03-26T00:00:00,85,6058.94947348,6892.65198444,-138.950418493
84,2025-03-26T00:00:00,86,6103.20550359,6724.9540045,-103.624750152
84,2025-03-26T00:00:00,87,6082.65236599,6380.8473152,-49.6991582019
84,2025-03-26T00:00:00,88,6110.90542062,5999.23810843,18.6112186989
84,2025-03-26T00:00:00,89,6187.80237753,5617.5220926,95.0467141548
84,2025-03-26T00:00:00,90,6204.72660829,5305.02497315,149.950272523
84,2025-03-26T00:00:00,91,6065.35897864,5123.70815165,156.941804498
84,2025-03-26T00:00:00,92,6018.9244971,4875.61360624,190.551815143
84,2025-03-26T00:00:00,93,6075.21302539,4554.73539406,253.412938555
84,2025-03-26T00:00:00,94,6022.00060729,4329.72505747,282.045924969
84,2025-03-26T00:00:00,95,6051.14731094,4047.24354519,333.983960959
84,2025-03-26T00:00:00,96,6127.86716025,3692.723274,405.857314375
84,2025-03-26T00:00:00,97,6016.38168089,3408.80440473,434.596212693
84,2025-03-26T00:00:00,98,5986.11616009,3086.29623017,483.303321655
84,2025-03-26T00:00:00,99,6075.76487559,2726.57239371,558.198746981
84,2025-03-26T00:00:00,100,6052.29874507,2448.42426014,600.645747489
84,2025-03-26T00:00:00,101,6031.49240775,2142.76947374,648.120489002
84,2025-03-26T00:00:00,102,6061.22818019,1785.04506005,712.697186691
84,2025-03-26T00:00:00,103,6052.49507383,1463.8917044,764.767228238
84,2025-03-26T00:00:00,104,6010.20612787,1149.64964355,810.092747386
84,2025-03-26T00:00:00,105,6084.42499372,839.958130868,874.077810475
84,2025-03-26T00:00:00,106,6271.13290444,573.326928806,949.634329272
84,2025-03-26T00:00:00,107,5545.13916707,321.869403528,870.54496059
84,2025-03-26T00:00:00,108,4327.39465098,129.68139034,699.618876773
84,2025-03-26T00:00:00,109,4165.59943415,92.932791126,678.777773837
84,2025-03-26T00:00:00,110,4338.07328651,77.1795190964,710.148961236
84,2025-03-26T00:00:00,111,4324.92604038,54.4420038244,711.747339425
84,2025-03-26T00:00:00,112,4331.00764833,38.1185620207,715.481514385
84,2025-03-26T00:00:00,113,4314.12432224,24.0492847881,715.012506242
84,2025-03-26T00:00:00,114,4284.12015127,11.2417313117,712.146403326
84,2025-03-26T00:00:00,115,4321.30334524,0.612273524488,720.115178619
84,2025-03-26T00:00:00,116,4305.26263953,0,717.543773254
84,2025-03-26T00:00:00,117,4228.96025055,0,704.826708425
84,2025-03-26T00:00:00,118,4217.11343204,0,702.852238674
84,2025-03-26T00:00:00,119,4262.41036794,0,710.40172799
84,2025-03-26T00:00:00,120,4335.13943522,0,722.523239203
84,2025-03-26T00:00:00,121,4401.80919076,0,733.634865126
84,2025-03-26T00:00:00,122,4370.25410647,0,728.375684411
84,2025-03-26T00:00:00,123,4272.81233646,0,712.13538941
84,2025-03-26T00:00:00,124,4244.09878659,0,707.349797766
84,2025-03-26T00:00:00,125,4270.82202022,0,711.803670036
84,2025-03-26T00:00:00,126,4306.25705499,0,717.709509165
84,2025-03-26T00:00:00,127,4313.1603758,0,718.860062634
84,2025-03-26T00:00:00,128,4277.10195313,0,712.850325521
84,2025-03-26T00:00:00,129,4307.18843712,0,717.864739519
84,2025-03-26T00:00:00,130,4450.08183212,0.0973361504284,741.664082661
84,2025-03-26T00:00:00,131,4075.38447589,5.21305274054,678.361903858
84,2025-03-26T00:00:00,132,3389.44126008,10.2781209341,563.193856524
84,2025-03-26T00:00:00,133,3274.03672646,15.1896308049,543.141182609
84,2025-03-26T00:00:00,134,3307.42296238,19.8530788716,547.928313917
84,2025-03-26T00:00:00,135,3275.12832949,24.1831009063,541.824204764
84,2025-03-26T00:00:00,136,3394.76254302,28.1040853051,561.109742953
84,2025-03-26T00:00:00,137,3447.34173658,31.5506646667,569.298511986
84,2025-03-26T00:00:00,138,3371.64091809,34.4680848213,556.195472212
84,2025-03-26T00:00:00,139,3343.92684567,36.8124521021,551.185732261
84,2025-03-26T00:00:00,140,3394.04346876,38.5508611273,559.248767939
84,2025-03-26T00:00:00,141,3402.14179306,39.6614067493,560.413397719
84,2025-03-26T00:00:00,142,3252.87909357,40.1330851038,535.457668077
84,2025-03-26T00:00:00,143,3269.50111729,39.9655898485,538.25592124
84,2025-03-26T00:00:00,144,3435.85522563,39.1690106881,566.114369157
85,2025-03-27T00:00:00,1,3441.2358171,74.8495993377,561.064369627
85,2025-03-27T00:00:00,2,3491.27238088,73.6417954796,569.605097567
85,2025-03-27T00:00:00,3,3602.42068987,71.9132239332,588.417910989
85,2025-03-27T00:00:00,4,3516.35739584,69.696875404,574.443420073
85,2025-03-27T00:00:00,5,3405.3481667,67.0339437439,556.385703826
85,2025-03-27T00:00:00,6,3408.65806858,63.9733091062,557.447459913
85,2025-03-27T00:00:00,7,3490.34000002,60.5709615912,571.628173071
85,2025-03-27T00:00:00,8,3500.07395546,56.8893727266,573.864097122
85,2025-03-27T00:00:00,9,3432.78675207,52.9968223455,563.29832162
85,2025-03-27T00:00:00,10,3431.40930195,48.9666885557,563.740435565
85,2025-03-27T00:00:00,11,3534.73024723,44.8767085099,581.642256453
85,2025-03-27T00:00:00,12,3590.69902707,40.8082176162,591.648468242
85,2025-03-27T00:00:00,13,3414.27235684,36.8453746631,562.904497029
85,2025-03-27T00:00:00,14,3325.18076633,33.0743800828,548.684397707
85,2025-03-27T00:00:00,15,3432.18814771,29.5826942566,567.100908909
85,2025-03-27T00:00:00,16,3538.65098486,26.4582623751,585.365453747
85,2025-03-27T00:00:00,17,3583.64179408,23.7887519204,593.308840359
85,2025-03-27T00:00:00,18,3579.00616618,21.6608083479,592.890892972
85,2025-03-27T00:00:00,19,3565.78519341,20.1593340167,590.937643233
85,2025-03-27T00:00:00,20,3561.44065979,19.3667948679,590.345644153
85,2025-03-27T00:00:00,21,3579.7438425,19.3625587887,593.396880618
85,2025-03-27T00:00:00,22,3614.44963698,20.2222690269,599.037894659
85,2025-03-27T00:00:00,23,3575.3245419,22.0172554686,592.217881073
85,2025-03-27T00:00:00,24,3497.59594294,24.8139860421,578.796992816
85,2025-03-27T00:00:00,25,3507.02398803,28.6745387299,579.724908217
85,2025-03-27T00:00:00,26,3511.56843872,33.6512443197,579.652865733
85,2025-03-27T00:00:00,27,3499.9519535,39.7960541089,576.692649899
85,2025-03-27T00:00:00,28,3562.24652216,47.167366972,585.846525865
85,2025-03-27T00:00:00,29,3647.14589866,55.7496439478,598.566042451
85,2025-03-27T00:00:00,30,3678.2186982,65.6220394396,602.099443127
85,2025-03-27T00:00:00,31,3628.72443436,77.0247916054,591.949940459
85,2025-03-27T00:00:00,32,3614.84430056,89.2613219074,587.597163109
85,2025-03-27T00:00:00,33,3584.73552061,103.046385814,580.281522466
85,2025-03-27T00:00:00,34,3487.69073292,121.434880563,561.04264206
85,2025-03-27T00:00:00,35,4036.13869894,134.54344289,650.265876008
85,2025-03-27T00:00:00,36,4863.65207831,174.437752373,781.535720989
85,2025-03-27T00:00:00,37,4817.02346064,354.098526403,743.820822372
85,2025-03-27T00:00:00,38,4645.44854506,598.658351434,674.465032271
85,2025-03-27T00:00:00,39,4723.50578233,861.735083297,643.628449839
85,2025-03-27T00:00:00,40,4693.19518194,1152.78525597,590.068320995
85,2025-03-27T00:00:00,41,4709.4012409,1460.12808864,541.545525377
85,2025-03-27T00:00:00,42,4755.7897529,1778.27327006,496.25274714
85,2025-03-27T00:00:00,43,4647.80196885,2105.44588545,423.7260139
85,2025-03-27T00:00:00,44,4734.68121329,2408.79951082,387.646950412
85,2025-03-27T00:00:00,45,4841.76221111,2708.06430939,355.616316954
85,2025-03-27T00:00:00,46,4576.18780768,3052.13454577,254.008876986
85,2025-03-27T00:00:00,47,5224.67789874,3368.80032509,309.312928942
85,2025-03-27T00:00:00,48,6438.35355004,3649.34365452,464.834982587
85,2025-03-27T00:00:00,49,6489.07999928,3952.06361851,422.83606346
85,2025-03-27T00:00:00,50,6332.60566508,4229.08121459,350.587408415
85,2025-03-27T00:00:00,51,6478.31751366,4484.19266617,332.354141248
85,2025-03-27T00:00:00,52,6468.52459277,4776.83493104,281.948276954
85,2025-03-27T00:00:00,53,6518.59731602,5073.25326145,240.890675762
85,2025-03-27T00:00:00,54,6600.95176622,5344.52255636,209.404868311
85,2025-03-27T00:00:00,55,6434.45318978,5593.01234367,140.240141019
85,2025-03-27T00:00:00,56,6395.14948637,5829.51440873,94.272512941
85,2025-03-27T00:00:00,57,6491.05647056,6049.28917013,73.6278834057
85,2025-03-27T00:00:00,58,6374.77524622,6241.39710109,22.2296908554
85,2025-03-27T00:00:00,59,6401.63400799,6437.71456275,-6.01342579273
85,2025-03-27T00:00:00,60,6572.73298585,6643.3256375,-11.765441941
85,2025-03-27T00:00:00,61,6503.98083677,6832.7667439,-54.7976511897
85,2025-03-27T00:00:00,62,6402.6626696,7009.01926024,-101.059431775
85,2025-03-27T00:00:00,63,6377.25425048,7180.06294058,-133.80144835
85,2025-03-27T00:00:00,64,6323.62020332,7338.06867282,-169.074744916
85,2025-03-27T00:00:00,65,6294.59158227,7426.21784835,-188.604377681
85,2025-03-27T00:00:00,66,6322.29519379,7469.62994597,-191.222458697
85,2025-03-27T00:00:00,67,6359.45780805,7562.43195223,-200.495690695
85,2025-03-27T00:00:00,68,6301.07420621,7698.25811841,-232.863985367
85,2025-03-27T00:00:00,69,6232.72869165,7847.09766478,-269.061495522
85,2025-03-27T00:00:00,70,6324.99723548,7978.33764716,-275.55673528
85,2025-03-27T00:00:00,71,6286.73827864,8052.12935484,-294.231846033
85,2025-03-27T00:00:00,72,6065.12659284,8099.64174994,-339.085859516
85,2025-03-27T00:00:00,73,5912.23340441,8167.38094544,-375.857923505
85,2025-03-27T00:00:00,74,5874.22798349,8082.0442024,-367.969369817
85,2025-03-27T00:00:00,75,5907.21132023,7893.4697064,-331.043064362
85,2025-03-27T00:00:00,76,5957.91614036,7856.76174474,-316.474267396
85,2025-03-27T00:00:00,77,6071.46012007,7931.06108828,-309.933494701
85,2025-03-27T00:00:00,78,6252.73525064,7965.90035318,-285.527517089
85,2025-03-27T00:00:00,79,6407.82538654,7828.69435971,-236.811495529
85,2025-03-27T00:00:00,80,6324.49162761,7590.38630642,-210.982446469
85,2025-03-27T00:00:00,81,6127.86958815,7413.88629587,-214.336117953
85,2025-03-27T00:00:00,82,6162.27422951,7406.28784554,-207.335602672
85,2025-03-27T00:00:00,83,6197.50054341,7301.50504128,-184.000749645
85,2025-03-27T00:00:00,84,6167.74330687,7035.32180179,-144.596415819
85,2025-03-27T00:00:00,85,6238.69342199,6793.2491551,-92.4259555187
85,2025-03-27T00:00:00,86,6262.71412294,6576.62668119,-52.3187597084
85,2025-03-27T00:00:00,87,6212.99574155,6323.1760612,-18.3633866069
85,2025-03-27T00:00:00,88,6221.78638443,5980.77907673,40.1678846164
85,2025-03-27T00:00:00,89,6247.89161035,5596.32162235,108.594998
85,2025-03-27T00:00:00,90,6219.95231756,5265.61717829,159.055856545
85,2025-03-27T00:00:00,91,6123.07305911,5051.89811306,178.529157675
85,2025-03-27T00:00:00,92,6099.47798582,4800.31788687,216.526683159
85,2025-03-27T00:00:00,93,6170.23690114,4490.53028056,279.951103431
85,2025-03-27T00:00:00,94,6208.66737084,4241.63919072,327.83803002
85,2025-03-27T00:00:00,95,6143.96646013,3977.5200208,361.074406556
85,2025-03-27T00:00:00,96,6053.69215956,3664.55643731,398.189287042
85,2025-03-27T00:00:00,97,6081.2116829,3349.71838455,455.248883058
85,2025-03-27T00:00:00,98,6109.0823686,3029.74431757,513.223008504
85,2025-03-27T00:00:00,99,6100.43196694,2710.6080241,564.970657141
85,2025-03-27T00:00:00,100,6128.3306771,2408.10789725,620.037129975
85,2025-03-27T00:00:00,101,6123.16929601,2088.50505201,672.444040666
85,2025-03-27T00:00:00,102,6125.26252607,1760.93170735,727.388469786
85,2025-03-27T00:00:00,103,6218.43691491,1469.30979882,791.521186016
85,2025-03-27T00:00:00,104,6098.37486977,1177.05518481,820.219947492
85,2025-03-27T00:00:00,105,5968.52318053,880.503864978,848.003219259
85,2025-03-27T00:00:00,106,6200.30441334,615.78736332,930.75284167
85,2025-03-27T00:00:00,107,5503.22990457,366.890844488,856.056510013
85,2025-03-27T00:00:00,108,4254.45557127,179.196468754,679.20985042
85,2025-03-27T00:00:00,109,4221.13957486,137.767808185,680.561961112
85,2025-03-27T00:00:00,110,4421.60964077,122.921857214,716.447963926
85,2025-03-27T00:00:00,111,4308.41380991,102.439806327,700.995667264
85,2025-03-27T00:00:00,112,4339.81300853,87.164167507,708.774806837
85,2025-03-27T00:00:00,113,4425.31637223,73.7424098631,725.262327061
85,2025-03-27T00:00:00,114,4460.44613591,61.3868789086,733.176542833
85,2025-03-27T00:00:00,115,4457.8836985,50.8552492671,734.504741539
85,2025-03-27T00:00:00,116,4364.50824325,41.8734247024,720.439136424
85,2025-03-27T00:00:00,117,4306.45410098,34.3409792458,712.018853622
85,2025-03-27T00:00:00,118,4465.11133032,28.2586694232,739.475443483
85,2025-03-27T00:00:00,119,4477.54161279,23.5440508032,742.332926998
85,2025-03-27T00:00:00,120,4375.81051324,20.1189893422,725.948587316
85,2025-03-27T00:00:00,121,4516.40964823,17.905080741,749.750761249
85,2025-03-27T00:00:00,122,4450.41280501,16.8115020332,738.933550496
85,2025-03-27T00:00:00,123,4201.68825857,16.7426272222,697.490938558
85,2025-03-27T00:00:00,124,4273.6376186,17.5978021508,709.339969409
85,2025-03-27T00:00:00,125,4381.07539287,19.2724646337,726.967154707
85,2025-03-27T00:00:00,126,4337.12915335,21.6592839196,719.244978238
85,2025-03-27T00:00:00,127,4266.03801243,24.6493074704,706.898117493
85,2025-03-27T00:00:00,128,4316.69054509,28.1331031367,714.759573658
85,2025-03-27T00:00:00,129,4457.24555627,32.0018850427,737.540611872
85,2025-03-27T00:00:00,130,4444.88325699,36.1486118648,734.789107522
85,2025-03-27T00:00:00,131,3957.27345513,40.4690466823,652.800734742
85,2025-03-27T00:00:00,132,3340.19866804,44.8627682004,549.222649973
85,2025-03-27T00:00:00,133,3318.21396083,49.2341238738,544.829972826
85,2025-03-27T00:00:00,134,3409.40572063,53.4931162843,559.318767391
85,2025-03-27T00:00:00,135,3330.8299472,57.5562150427,545.545622026
85,2025-03-27T00:00:00,136,3269.34582816,61.3470874684,534.666456783
85,2025-03-27T00:00:00,137,3259.42375864,64.7972423451,532.437752716
85,2025-03-27T00:00:00,138,3312.28987559,67.8465821389,540.740548908
85,2025-03-27T00:00:00,139,3414.50989419,70.443860177,557.344339002
85,2025-03-27T00:00:00,140,3387.52010105,72.5470404147,552.495510106
85,2025-03-27T00:00:00,141,3358.43141344,74.123558541,547.384642483
85,2025-03-27T00:00:00,142,3546.16976113,75.1504842784,578.503212809
85,2025-03-27T00:00:00,143,3199.89167246,75.6145858084,520.712847776
85,2025-03-27T00:00:00,144,2498.56722014,75.512298281,403.842486977
86,2025-03-28T00:00:00,1,2308.73413995,45.8741173544,377.143337099
86,2025-03-28T00:00:00,2,2455.17614153,44.9224325747,401.708951493
86,2025-03-28T00:00:00,3,2444.41234787,43.4678029914,400.157424146
86,2025-03-28T00:00:00,4,2366.17837434,41.5367153365,387.4402765
86,2025-03-28T00:00:00,5,2398.82098651,39.1636434163,393.276223848
86,2025-03-28T00:00:00,6,2479.50862822,36.3906722388,407.186325997
86,2025-03-28T00:00:00,7,2396.79479682,33.2670631909,393.921288939
86,2025-03-28T00:00:00,8,2367.70627475,29.848764968,389.642918297
86,2025-03-28T00:00:00,9,2458.62785139,26.1978752331,405.404996026
86,2025-03-28T00:00:00,10,2514.50096441,22.3820581931,415.353151036
86,2025-03-28T00:00:00,11,2536.13876335,18.4739234391,419.610806652
86,2025-03-28T00:00:00,12,2548.79831295,14.5503714973,422.374656909
86,2025-03-28T00:00:00,13,2549.11485014,10.6919115893,423.070489759
86,2025-03-28T00:00:00,14,2493.81922081,6.98195710146,414.472877285
86,2025-03-28T00:00:00,15,2444.31153928,3.50610422262,406.800905844
86,2025-03-28T00:00:00,16,2522.13687175,0.351399123074,420.297578771
86,2025-03-28T00:00:00,17,2633.14295669,0,438.857159448
86,2025-03-28T00:00:00,18,2663.02595511,0,443.837659184
86,2025-03-28T00:00:00,19,2577.9936805,0,429.665613417
86,2025-03-28T00:00:00,20,2519.38542818,0,419.897571363
86,2025-03-28T00:00:00,21,2517.39299709,0,419.565499515
86,2025-03-28T00:00:00,22,2491.7246855,0,415.287447583
86,2025-03-28T00:00:00,23,2531.02422934,0,421.837371557
86,2025-03-28T00:00:00,24,2601.57289108,0,433.595481846
86,2025-03-28T00:00:00,25,2567.78205424,0.546888421553,427.872527637
86,2025-03-28T00:00:00,26,2546.12693209,5.18796205771,423.489828339
86,2025-03-28T00:00:00,27,2589.7097662,10.9976443114,429.785353647
86,2025-03-28T00:00:00,28,2630.77071988,18.0383190066,435.455400146
86,2025-03-28T00:00:00,29,2632.72381451,26.3152793727,434.401422523
86,2025-03-28T00:00:00,30,2608.21545208,35.8981477601,428.719550721
86,2025-03-28T00:00:00,31,2596.08339687,46.9864330364,424.849493972
86,2025-03-28T00:00:00,32,2581.71067667,59.0780949682,420.438763618
86,2025-03-28T00:00:00,33,2579.88706921,72.6614258859,417.870940555
86,2025-03-28T00:00:00,34,2635.84012283,90.13446874,424.284275681
86,2025-03-28T00:00:00,35,2740.15526177,104.495828013,439.276572293
86,2025-03-28T00:00:00,36,2788.47815022,154.382213304,439.015989486
86,2025-03-28T00:00:00,37,2676.57789193,339.800907795,389.462830688
86,2025-03-28T00:00:00,38,2613.40035904,582.851810981,338.424758009
86,2025-03-28T00:00:00,39,2647.45805102,837.105589283,301.72541029
86,2025-03-28T00:00:00,40,2668.85208051,1115.96271546,258.814894175
86,2025-03-28T00:00:00,41,2875.42394986,1409.14329734,244.380108753
86,2025-03-28T00:00:00,42,3156.05979347,1716.35913706,239.950109401
86,2025-03-28T00:00:00,43,3164.04129382,2048.43168274,185.934935181
86,2025-03-28T00:00:00,44,3149.26849788,2393.97766605,125.881805304
86,2025-03-28T00:00:00,45,3172.5419959,2733.64598608,73.1493349709
86,2025-03-28T00:00:00,46,3065.68890465,3056.20898117,1.57998724632
86,2025-03-28T00:00:00,47,3096.01492609,3389.15418441,-48.8565430521
86,2025-03-28T00:00:00,48,3217.60955671,3707.95832402,-81.7247945503
86,2025-03-28T00:00:00,49,3124.93260116,3966.92687529,-140.332379023
86,2025-03-28T00:00:00,50,3154.12790301,4274.97759319,-186.808281696
86,2025-03-28T00:00:00,51,3278.73816348,4608.37442902,-221.606044255
86,2025-03-28T00:00:00,52,3171.4864299,4834.53683118,-277.175066881
86,2025-03-28T00:00:00,53,3375.05180878,5068.25386981,-282.200343504
86,2025-03-28T00:00:00,54,3800.58426292,5369.94897604,-261.56078552
86,2025-03-28T00:00:00,55,3787.61807079,5680.49395073,-315.479313323
86,2025-03-28T00:00:00,56,3780.60838846,5938.18846946,-359.596680166
86,2025-03-28T00:00:00,57,3875.28266109,6155.78971871,-380.084509604
86,2025-03-28T00:00:00,58,3700.34977128,6400.34873611,-449.999827471
86,2025-03-28T00:00:00,59,3542.64870833,6660.23302742,-519.597386516
86,2025-03-28T00:00:00,60,3605.70600642,6888.58844173,-547.147072551
86,2025-03-28T00:00:00,61,3791.95742245,7058.67476246,-544.452890001
86,2025-03-28T00:00:00,62,3832.47578948,7276.14691353,-573.945187341
86,2025-03-28T00:00:00,63,3730.75330517,7520.25723208,-631.583987817
86,2025-03-28T00:00:00,64,3728.68215584,7663.9481376,-655.877663627
86,2025-03-28T00:00:00,65,3773.63497837,7788.36011593,-669.120856259
86,2025-03-28T00:00:00,66,3775.03786808,7909.79857878,-689.126785118
86,2025-03-28T00:00:00,67,3719.88745769,7973.54793236,-708.943412446
86,2025-03-28T00:00:00,68,3740.73704918,8106.80509165,-727.678007078
86,2025-03-28T00:00:00,69,3818.21140488,8288.8568894,-745.107580755
86,2025-03-28T00:00:00,70,3796.3906407,8366.67372345,-761.713847124
86,2025-03-28T00:00:00,71,3724.56140087,8429.44217641,-784.146795923
86,2025-03-28T00:00:00,72,3701.57122613,8463.30345067,-793.622037423
86,2025-03-28T00:00:00,73,3759.22629723,8358.36436476,-766.523011254
