date,C0_yuan,C1_yuan,C2_yuan,saving_C0_C1,saving_C1_C2,saving_C0_C2
2025-04-28,40915.40993382667,45183.08899553938,39643.059296914136,-4267.679061712712,5540.029698625243,1272.3506369125316
2025-04-29,40326.23932715641,37948.305360481674,35722.89241407516,2377.933966674733,2225.4129464065118,4603.346913081245
2025-04-30,39591.55883764017,39555.28021047677,34319.111005233026,36.278627163403144,5236.169205243743,5272.447832407146
2025-05-01,47343.965958266934,47690.20516105751,46420.13428197403,-346.2392027905735,1270.070879083476,923.8316762929026
2025-05-02,25301.957895678537,26592.42793453098,26925.95195018525,-1290.4700388524434,-333.5240156542677,-1623.994054506711
2025-05-03,25843.031286163765,27068.6108984804,26910.585348129716,-1225.5796123166365,158.02555035068508,-1067.5540619659514
2025-05-04,43170.44827345976,44976.022979097135,48995.292219862036,-1805.574705637373,-4019.269240764901,-5824.843946402274
2025-05-05,41084.74978476615,41151.08305188869,43831.89190543535,-66.3332671225362,-2680.8088535466595,-2747.1421206691957
2025-05-06,54940.15904029945,57292.83715914193,45932.92391859763,-2352.6781188424793,11359.913240544294,9007.235121701815
2025-05-07,53602.943746752615,51591.63794190541,43471.04329813501,2011.3058048472085,8120.594643770397,10131.900448617605
2025-05-08,39573.2955671802,40511.78287553494,39346.80980547438,-938.4873083547427,1164.9730700605578,226.4857617058151
2025-05-09,17198.104269185103,16832.964575058784,16802.73589222216,365.1396941263192,30.228682836623193,395.3683769629424
2025-05-10,19883.747011922947,21274.750039253428,20440.179143591617,-1391.00302733048,834.5708956618109,-556.4321316686692
2025-05-11,42483.43461485853,43802.15855165595,42476.18135687377,-1318.723936797418,1325.9771947821791,7.253257984761149
2025-05-12,52403.74336393526,56733.83843561337,38408.40845956697,-4330.095071678108,18325.4299760464,13995.33490436829
2025-05-13,41376.391646489006,42778.37033906607,40175.010092587516,-1401.9786925770604,2603.360246478551,1201.3815539014904
2025-05-14,37644.08751537319,48034.89336189165,39055.07380830928,-10390.805846518459,8979.819553582369,-1410.9862929360897
2025-05-15,34950.832197102216,47715.49518024452,36194.83260762313,-12764.662983142305,11520.66257262139,-1244.0004105209155
2025-05-16,16155.874387749374,16388.525520859803,16340.963458766164,-232.65113311042842,47.562062093638815,-185.0890710167896
2025-05-17,19011.452222996795,19285.805091499653,19664.71930087515,-274.35286850285775,-378.9142093754963,-653.267077878354
2025-05-18,38362.68998607254,39367.149891824265,38382.91061016444,-1004.4599057517262,984.2392816598222,-20.22062409190403
2025-05-19,36268.66777890761,35979.27332797765,35867.65342981951,289.39445092996175,111.61989815814013,401.0143490881019
2025-05-20,48868.92268660814,47811.33855583331,38631.69262122364,1057.584130774827,9179.645934609667,10237.230065384494
2025-05-21,46384.0742182292,54366.44572276148,37868.424618608435,-7982.371504532275,16498.021104153042,8515.649599620767
2025-05-22,34486.43614413794,34019.23231465988,34032.221324359554,467.20382947805774,-12.98900969967508,454.21481977838266
2025-05-23,15753.551558496974,16624.930281459277,16987.145329426818,-871.3787229623031,-362.21504796754016,-1233.5937709298432
2025-05-24,18511.514948976368,18820.153230456403,18671.739903145906,-308.6382814800345,148.41332731049624,-160.22495416953825
2025-05-25,37413.11696233167,37162.33902930373,36151.656731515315,250.77793302793725,1010.6822977884149,1261.4602308163521
2025-05-26,61749.084139816434,53884.78084168061,39739.8953827088,7864.3032981358265,14144.88545897181,22009.188757107637
2025-05-27,42054.45844653356,52617.18721859686,38237.73479141221,-10562.728772063303,14379.452427184653,3816.72365512135
2025-05-28,37305.98154100137,37526.700965112264,36370.2965372304,-220.7194241108955,1156.404427881862,935.6850037709664
2025-05-29,42622.9088335387,52601.822658942656,38438.44002148296,-9978.913825403957,14163.382637459697,4184.46881205574
2025-05-30,16694.96392744167,16076.665605863134,15780.600587933543,618.2983215785353,296.0650179295917,914.363339508127
2025-05-31,19656.302288267045,20940.706450351227,20339.244037116747,-1284.4041620841817,601.4624132344798,-682.941748849702
2025-06-01,64823.87644048633,64253.804790048605,72345.59678254128,570.0716504377269,-8091.7919924926755,-7521.720342054949
2025-06-02,66571.49790298929,68105.33771240762,72393.28752590304,-1533.8398094183358,-4287.949813495419,-5821.789622913755
2025-06-03,56184.52368926258,57414.38121523807,55741.28826337129,-1229.857525975487,1673.0929518667836,443.2354258912965
2025-06-04,58363.729971770605,59761.76871772033,56131.6806526828,-1398.0387459497288,3630.088065037533,2232.049319087804
2025-06-05,57693.029978141836,58516.96676750662,53042.55352438403,-823.9367893647868,5474.413243122595,4650.4764537578085
2025-06-06,27502.25294186267,28360.54598545117,30639.72482551427,-858.2930435884991,-2279.1788400631012,-3137.4718836516004
2025-06-07,29812.621319936232,30457.76842584093,29592.764262948323,-645.1471059046999,865.0041628926083,219.85705698790844
2025-06-08,53421.110075103425,53465.45116251541,49714.13503382082,-44.341087411987246,3751.3161286945906,3706.9750412826033
2025-06-09,53001.41545655835,53156.82676913959,52269.663637571946,-155.41131258123642,887.1631315676423,731.7518189864059
2025-06-10,52110.343992269714,50808.54175187325,51156.3394009265,1301.8022403964642,-347.7976490532528,954.0045913432114
2025-06-11,59785.20870966263,57699.8465950022,55117.44086087755,2085.3621146604273,2582.4057341246516,4667.767848785079
2025-06-12,50615.49617352531,48664.297546502035,48258.04274740642,1951.1986270232737,406.25479909561545,2357.453426118889
2025-06-13,21704.71806833652,21706.684596267314,21905.962757287853,-1.9665279307955643,-199.2781610205384,-201.24468895133396
2025-06-14,23933.68203459325,23737.03397210177,25252.13833697681,196.64806249148023,-1515.1043648750383,-1318.456302383558
2025-06-15,63828.61599024958,64442.213415808255,53637.443832484234,-613.5974255586771,10804.769583324021,10191.172157765344
2025-06-16,56703.4880017297,60185.86708539919,52469.805684593375,-3482.379083669497,7716.061400805818,4233.682317136321
2025-06-17,59289.097194696595,62188.47649525108,54127.347751997164,-2899.3793005544867,8061.1287432539175,5161.749442699431
2025-06-18,53940.065587302575,60789.79075600814,51739.18791950269,-6849.725168705561,9050.602836505444,2200.877667799883
2025-06-19,50098.53524843005,53701.01698195867,50769.733945566964,-3602.4817335286207,2931.283036391709,-671.1986971369115
2025-06-20,21189.959819138563,21338.56248628521,20973.104285236735,-148.60266714664613,365.4582010484737,216.85553390182758
2025-06-21,23389.59649968527,23469.70672415991,23349.67779884339,-80.11022447463984,120.02892531652105,39.91870084188122
2025-06-22,54845.46517402445,56864.037143565154,52308.266560088356,-2018.5719695407024,4555.7705834767985,2537.198613936096
2025-06-23,49682.89363221916,51541.56382556438,48567.26249755091,-1858.6701933452205,2974.301328013469,1115.6311346682487
2025-06-24,57819.50668248633,56060.90119112826,57520.26643195284,1758.6054913580738,-1459.3652408245835,299.2402505334903
2025-06-25,55413.946936282664,57269.0791153007,52468.61504516619,-1855.1321790180373,4800.464070134512,2945.331891116475
2025-06-26,46851.06849856432,54982.90352888512,44740.05371253155,-8131.835030320806,10242.84981635357,2111.0147860327634
2025-06-27,21343.945445356196,21343.725949556192,20782.822094816886,0.21949580000364222,560.9038547393066,561.1233505393102
2025-06-28,23812.70532582011,23496.79737609454,23350.055485982568,315.9079497255698,146.74189011197086,462.64983983754064
2025-06-29,67859.98534921436,65793.53574195845,53070.46122687617,2066.4496072559123,12723.074515082277,14789.524122338189
2025-06-30,51537.03483409423,50984.64857350278,50973.27315271906,552.3862605914474,11.375420783719164,563.7616813751665
2025-07-01,117869.03311270972,114823.78716750811,89956.10813551303,3045.2459452016046,24867.67903199508,27912.924977196686
2025-07-02,83367.4248990552,81623.334870032,68916.20069187558,1744.0900290231948,12707.134178156426,14451.22420717962
2025-07-03,56970.72994617482,61491.66018066469,58911.83325401604,-4520.930234489868,2579.826926648646,-1941.103307841222
2025-07-04,31142.179665796415,31909.199782147254,31733.40483932518,-767.0201163508391,175.79494282207452,-591.2251735287646
2025-07-05,31099.901571119848,31549.470770704727,31441.968432004134,-449.56919958487924,107.5023387005931,-342.06686088428614
2025-07-06,82008.93967928873,82545.30120274151,61559.69436471313,-536.3615234527824,20985.606838028383,20449.2453145756
2025-07-07,55429.11420545707,55345.318055382886,55720.797931509354,83.79615007418033,-375.4798761264683,-291.68372605228797
2025-07-08,62433.320641927035,62433.320641927035,61508.39864743646,0.0,924.9219944905781,924.9219944905781
2025-07-09,54887.60855973829,55599.80812367222,54065.27338208472,-712.1995639339293,1534.5347415875003,822.335177653571
2025-07-10,51462.55742495383,52367.28226960252,50095.8051956593,-904.7248446486847,2271.4770739432206,1366.752229294536
2025-07-11,27522.6303142183,27652.77666009811,28312.79015363547,-130.14634587980981,-660.0134935373608,-790.1598394171706
2025-07-12,30204.719184191952,30705.089110881752,30074.888788287655,-500.3699266898002,630.2003225940971,129.8303959042969
2025-07-13,53355.52021427845,54504.82837846901,55280.890247264586,-1149.3081641905592,-776.0618687955794,-1925.3700329861385
2025-07-14,56504.577520338695,57373.118120334184,55175.01785984033,-868.5405999954892,2198.100260493855,1329.5596604983657
2025-07-15,60091.067313340485,60091.067313340485,58040.84756196242,0.0,2050.219751378063,2050.219751378063
2025-07-16,53290.345178047086,52819.58355857105,52242.250179726194,470.76161947603396,577.3333788448581,1048.094998320892
2025-07-17,54412.48792519534,55423.35819641064,52199.72849705154,-1010.8702712153026,3223.6296993591022,2212.7594281437996
2025-07-18,27570.944559664644,27570.944559664644,26967.529519327563,0.0,603.4150403370804,603.4150403370804
2025-07-19,30729.630135488,30729.630135488,29870.591718492666,0.0,859.0384169953359,859.0384169953359
2025-07-20,56649.94022117611,56503.011008535876,54556.55524555535,146.92921264023607,1946.4557629805277,2093.3849756207637
2025-07-21,54606.28603270564,54614.81736388898,53970.557352063326,-8.531331183337898,644.2600118256523,635.7286806423144
2025-07-22,55760.20050236293,68741.96359159103,54696.413503480144,-12981.763089228101,14045.55008811089,1063.7869988827879
2025-07-23,57073.9233383312,61580.77463537869,59113.87596667664,-4506.851297047491,2466.8986687020515,-2039.9526283454397
2025-07-24,53623.60928352224,54088.18900700234,52706.73101635887,-464.57972348009935,1381.4579906434665,916.8782671633671
2025-07-25,26381.308483714234,26782.954831394665,27109.90312912291,-401.64634768043106,-326.94829772824596,-728.594645408677
2025-07-26,28040.370705856843,27931.6101521397,27997.10670503912,108.76055371714392,-65.49655289942166,43.26400081772226
2025-07-27,62163.4039804633,64391.00596152716,57483.13843543245,-2227.601981063861,6907.867526094713,4680.265545030852
2025-07-28,59998.800929816054,58636.1169259425,56866.53815542376,1362.6840038735536,1769.5787705187395,3132.262774392293
2025-07-29,59759.72495246778,67213.77655221651,55270.71925901455,-7454.051599748731,11943.057293201964,4489.005693453233
2025-07-30,90566.12606830626,80950.56164200662,58243.98545595689,9615.564426299636,22706.57618604973,32322.140612349365
2025-07-31,72767.3638705335,68977.46382680071,56717.863086767946,3789.9000437327923,12259.600740032765,16049.500783765558
2025-08-01,31146.116361819193,31944.71514010687,32203.243972447246,-798.5987782876764,-258.52883234037654,-1057.127610628053
2025-08-02,28827.73789432258,28918.56511148461,28876.535724865043,-90.82721716203014,42.02938661956796,-48.79783054246218
2025-08-03,53534.16648103747,53997.481899467726,53001.67133901376,-463.3154184302548,995.8105604539669,532.4951420237121
2025-08-04,46668.26139483645,55451.1891277819,51026.45199524405,-8782.927732945449,4424.737132537848,-4358.190600407601
2025-08-05,49839.99488369659,57751.99497350855,48757.96646825961,-7912.000089811954,8994.028505248934,1082.0284154369801
2025-08-06,54067.88355670156,51631.96396227851,52586.09002397567,2435.9195944230523,-954.1260616971558,1481.7935327258965
2025-08-07,50397.67794416917,51071.34115457251,49189.789531352275,-673.6632104033415,1881.5516232202353,1207.8884128168938
2025-08-08,24737.881033673468,25233.724699166396,25660.194573442175,-495.84366549292827,-426.46987427577915,-922.3135397687074
2025-08-09,28445.320342075003,28726.95796219455,28913.26467665369,-281.6376201195453,-186.3067144591405,-467.9443345786858
2025-08-10,49619.012344862655,47825.24410185632,48780.75982232727,1793.768243006336,-955.515720470954,838.252522535382
2025-08-11,51352.90677234681,52227.46872173665,49526.30003125424,-874.5619493898412,2701.168690482409,1826.606741092568
2025-08-12,54548.81356487938,54293.54210494574,52637.77189016185,255.27145993363956,1655.7702147838936,1911.0416747175332
2025-08-13,62148.31139575093,57349.52103520258,50434.285119460845,4798.790360548344,6915.235915741738,11714.026276290082
2025-08-14,52948.33838075571,59676.43930763771,47332.025170881156,-6728.100926881998,12344.414136756553,5616.3132098745555
2025-08-15,27682.28577311168,27645.643335388824,27761.837954282215,36.64243772285408,-116.19461889339073,-79.55218117053664
2025-08-16,32259.234309229552,33308.50876474972,32263.119170951864,-1049.274455520168,1045.389593797856,-3.8848617223120527
2025-08-17,50979.04520449564,51571.52097993738,49837.14673782742,-592.4757754417369,1734.3742421099596,1141.8984666682227
2025-08-18,49401.81150129068,51753.86463205999,50082.0651378141,-2352.053130769309,1671.79949424589,-680.2536365234191
2025-08-19,48677.3050042252,49579.76224764608,50245.41966885441,-902.4572434208822,-665.6574212083287,-1568.114664629211
2025-08-20,57055.20875475847,58666.630367127116,56610.86990835706,-1611.4216123686492,2055.7604587700553,444.33884640140604
2025-08-21,46781.88153950639,47092.5575048332,47634.6360304566,-310.67596532681637,-542.078525623394,-852.7544909502103
2025-08-22,29479.29972450924,30215.95259311172,30696.864666424575,-736.6528686024794,-480.9120733128548,-1217.5649419153342
2025-08-23,30606.65887819105,30799.62233407586,29085.67168728563,-192.96345588480835,1713.9506467902283,1520.98719090542
2025-08-24,50220.896916009086,49034.47252253188,49291.48381612159,1186.424393477202,-257.011293589705,929.4130998874971
2025-08-25,58421.76430289881,58633.69654082103,55969.27924545709,-211.93223792222125,2664.4172953639427,2452.4850574417214
2025-08-26,47645.456257686295,53586.95209208444,48661.41163915783,-5941.495834398142,4925.540452926609,-1015.9553814715327
2025-08-27,55886.74102933696,67482.01177887543,51106.423491437745,-11595.270749538467,16375.588287437684,4780.317537899216
2025-08-28,73734.0278291289,67659.46216050822,54159.47312226375,6074.5656686206785,13499.989038244472,19574.55470686515
2025-08-29,26955.138021144736,27516.52938068476,27187.851318063556,-561.3913595400227,328.6780626212021,-232.71329691882056
2025-08-30,29080.269289721982,29280.55831233306,29913.323018022285,-200.28902261107942,-632.7647056892238,-833.0537283003032
2025-08-31,58356.6848989007,55524.35018200771,51020.96256769704,2832.3347168929904,4503.387614310668,7335.7223312036585
2025-09-01,48312.62435773774,48312.62435773774,46284.47285518728,0.0,2028.151502550456,2028.151502550456
2025-09-02,42281.532548097915,55736.62333497711,43606.42819300773,-13455.090786879191,12130.19514196938,-1324.8956449098114
2025-09-03,44681.49045053631,44065.90128507506,43630.84431782249,615.5891654612496,435.0569672525671,1050.6461327138168
2025-09-04,43895.231878054714,41418.005425267576,41522.32472891865,2477.2264527871375,-104.3193036510711,2372.9071491360664
2025-09-05,21035.361356167414,20690.36398931445,20193.21504125315,344.99736685296375,497.1489480613018,842.1463149142655
2025-09-06,23392.81828306282,22742.68361442129,23082.21213385398,650.1346686415309,-339.5285194326898,310.6061492088411
2025-09-07,51336.0814235571,57228.26920217232,42958.43251788843,-5892.187778615218,14269.836684283888,8377.64890566867
2025-09-08,71504.48931660147,71512.01940890265,68396.30264476695,-7.530092301181867,3115.7167641356937,3108.186671834512
2025-09-09,52628.1465374649,52955.82348193364,49910.74689591483,-327.6769444687452,3045.076586018811,2717.399641550066
2025-09-10,56180.799020090446,56992.25989906086,55306.27500115681,-811.4608789704143,1685.984897904047,874.5240189336328
2025-09-11,50336.45139709636,45383.91204529137,46198.81765462148,4952.53935180499,-814.9056093301115,4137.633742474878
2025-09-12,24747.96551281717,25393.051650579964,25371.61990038095,-645.0861377627953,21.43175019901537,-623.6543875637799
2025-09-13,24201.08407721942,23913.87315456828,23864.702453308775,287.210922651142,49.1707012595034,336.38162391064543
2025-09-14,45781.69476547136,47215.43986683015,47918.75726481038,-1433.7451013587925,-703.3173979802305,-2137.062499339023
2025-09-15,68796.34611506017,68646.15549236661,67028.09328038691,150.19062269355345,1618.0622119797044,1768.252834673258
2025-09-16,59097.856259875254,58812.41693706484,61004.49763819286,285.43932281041634,-2192.0807011280194,-1906.641378317603
2025-09-17,53967.784226702664,54373.16928305698,53596.15483695472,-405.3850563543165,777.0144461022574,371.6293897479409
2025-09-18,71892.31786399527,72440.96696540232,55712.16969732773,-548.6491014070489,16728.797268074588,16180.148166667539
2025-09-19,30120.263795573897,30512.70692431305,30746.408929502453,-392.4431287391526,-233.70200518940328,-626.1451339285559
2025-09-20,30955.282270667816,31313.748846282673,32910.88435429958,-358.466575614857,-1597.1355080169087,-1955.6020836317657
2025-09-21,48267.58932053435,51926.095550301136,51892.51921169374,-3658.506229766783,33.57633860739588,-3624.929891159387
2025-09-22,51467.7188635436,51056.28790696675,53937.73647697434,411.43095657685626,-2881.4485700075966,-2470.0176134307403
2025-09-23,48922.65881907901,49804.80534671739,52538.222251299434,-882.1465276383751,-2733.4169045820454,-3615.5634322204205
2025-09-24,67989.13643267058,65789.05857246953,49573.517484369775,2200.077860201054,16215.541088099752,18415.618948300806
2025-09-25,47004.78082734287,57472.88418135444,47318.74898707544,-10468.103354011575,10154.135194278999,-313.96815973257617
2025-09-26,24925.094459540054,24882.12410438917,25150.317359226414,42.970355150882824,-268.1932548372424,-225.2228996863596
2025-09-27,29946.858159149284,30154.37752361578,29296.564775182847,-207.5193644664978,857.8127484329343,650.2933839664365
2025-09-28,64228.35235941024,70649.07135833733,52493.280194336876,-6420.718998927092,18155.791164000453,11735.072165073361
2025-09-29,46508.99797386387,49837.99980212678,49710.121144171135,-3329.00182826291,127.87865795564721,-3201.1231703072626
2025-09-30,60643.138988901366,58986.14030432391,51051.204160679845,1656.9986845774547,7934.936143644067,9591.934828221521
2025-10-01,39986.27096444306,39693.077795448946,39128.17697753302,293.19316899411206,564.9008179159282,858.0939869100403
2025-10-02,41207.72979138694,41315.56941165513,39070.90379739037,-107.83962026819063,2244.6656142647626,2136.825993996572
